date,overseas,domestic,confirmed,iso,iso_rel,death,m_confirmed,m_death,f_confirmed,f_death,0s_confirmed,0s_death,10s_confirmed,10s_death,20s_confirmed,20s_death,30s_confirmed,30s_death,40s_confirmed,40s_death,50s_confirmed,50s_death,60s_confirmed,60s_death,70s_confirmed,70s_death,80s_over_confirmed,80s_over_death,seoul_overseas,seoul_domestic,seoul_confirmed,seoul_iso,seoul_iso_rel,seoul_death,bs_overseas,bs_domestic,bs_confirmed,bs_iso,bs_iso_rel,bs_death,tk_overseas,tk_domestic,tk_confirmed,tk_iso,tk_iso_rel,tk_death,ic_overseas,ic_domestic,ic_confirmed,ic_iso,ic_iso_rel,ic_death,kj_overseas,kj_domestic,kj_confirmed,kj_iso,kj_iso_rel,kj_death,dj_overseas,dj_domestic,dj_confirmed,dj_iso,dj_iso_rel,dj_death,ulsan_overseas,ulsan_domestic,ulsan_confirmed,ulsan_iso,ulsan_iso_rel,ulsan_death,sj_overseas,sj_domestic,sj_confirmed,sj_iso,sj_iso_rel,sj_death,gg_overseas,gg_domestic,gg_confirmed,gg_iso,gg_iso_rel,gg_death,kw_overseas,kw_domestic,kw_confirmed,kw_iso,kw_iso_rel,kw_death,cb_overseas,cb_domestic,cb_confirmed,cb_iso,cb_iso_rel,cb_death,cn_overseas,cn_domestic,cn_confirmed,cn_iso,cn_iso_rel,cn_death,jb_overseas,jb_domestic,jb_confirmed,jb_iso,jb_iso_rel,jb_death,jn_overseas,jn_domestic,jn_confirmed,jn_iso,jn_iso_rel,jn_death,kb_overseas,kb_domestic,kb_confirmed,kb_iso,kb_iso_rel,kb_death,kn_overseas,kn_domestic,kn_confirmed,kn_iso,kn_iso_rel,kn_death,jj_overseas,jj_domestic,jj_confirmed,jj_iso,jj_iso_rel,jj_death,qs_overseas,qs_domestic,qs_confirmed,qs_iso,qs_iso_rel,qs_death
2020-09-22,10,51,23106,2277,20441,388,10589,203,12517,185,551,0,1274,0,4684,0,2822,2,3083,4,4280,17,3644,43,1833,123,935,199,1,20,5016,933,4034,49,0,5,390,61,325,4,0,0,7125,58,6874,193,0,2,883,107,768,8,0,0,486,51,432,3,0,0,356,55,298,3,0,1,143,17,124,2,1,0,71,7,64,0,6,14,4194,578,3551,65,0,2,219,21,195,3,0,2,160,22,137,1,0,0,468,113,353,2,0,0,115,26,89,0,0,0,167,47,120,0,0,4,1516,41,1420,55,0,1,286,31,255,0,0,0,58,13,45,0,2,0,1453,96,1357,0
2020-09-23,11,99,23216,2178,20650,388,10648,203,12568,185,555,0,1278,0,4693,0,2832,2,3097,4,4303,17,3663,43,1855,123,940,199,0,40,5056,897,4110,49,1,6,397,66,327,4,0,3,7128,50,6885,193,0,5,888,108,772,8,0,2,488,44,441,3,0,0,356,51,302,3,0,2,145,16,127,2,0,0,71,6,65,0,2,28,4224,546,3613,65,0,1,220,14,203,3,0,2,162,24,137,1,1,4,473,113,358,2,1,0,116,25,91,0,0,0,167,38,129,0,0,6,1522,47,1420,55,0,0,286,29,257,0,0,0,58,11,47,0,6,0,1459,93,1366,0
2020-09-24,15,110,23341,2116,20832,393,10713,207,12628,186,0,0,0,0,0,0,0,0,0,0,4332,18,3690,43,1864,126,949,200,0,39,5095,872,4173,50,0,7,404,68,332,4,0,1,7129,48,6888,193,0,10,898,114,776,8,0,0,488,34,451,3,0,1,357,45,309,3,0,0,145,12,131,2,3,0,74,9,65,0,5,43,4272,537,3667,68,0,2,222,15,204,3,1,1,164,24,139,1,0,1,474,102,369,3,0,1,117,25,92,0,1,0,168,34,134,0,0,2,1524,46,1423,55,0,1,287,28,259,0,0,1,59,10,49,0,5,0,1464,93,1371,0
2020-09-25,19,95,23455,2082,20978,395,10767,208,12688,187,566,0,1285,0,4720,0,2855,2,3129,4,4351,18,3712,43,1878,128,959,200,1,56,5152,872,4228,52,1,2,407,68,335,4,0,0,7129,37,6899,193,2,1,901,108,785,8,2,0,490,24,463,3,0,0,357,44,310,3,0,0,145,11,132,2,1,0,75,10,65,0,1,26,4299,531,3700,68,0,1,223,14,206,3,2,1,167,26,140,1,1,0,475,93,379,3,0,3,120,27,93,0,0,0,168,33,135,0,2,4,1530,50,1425,55,0,1,288,27,261,0,0,0,59,9,50,0,6,0,1470,98,1372,0
2020-09-26,49,12,23516,1951,21166,399,10792,211,12724,188,567,0,1291,0,4727,0,2862,2,3134,4,4361,18,3728,43,1887,130,959,202,25,1,5178,809,4316,53,2,0,409,63,342,4,1,0,7130,27,6909,194,1,0,902,102,792,8,0,0,490,18,469,3,0,1,358,45,310,3,0,0,145,11,132,2,0,0,75,10,65,0,13,1,4313,496,3748,69,0,0,223,12,208,3,0,0,167,25,141,1,0,0,475,86,385,4,3,0,123,30,93,0,0,0,168,28,140,0,3,0,1533,52,1426,55,1,0,289,24,265,0,0,0,59,7,52,0,0,9,1479,106,1373,0
2020-09-27,22,73,23611,1962,21248,401,10834,213,12777,188,568,0,1295,0,4741,0,2878,2,3146,4,4380,18,3748,44,1894,130,961,203,1,33,5212,833,4326,53,0,3,412,61,347,4,0,0,7130,24,6912,194,0,9,911,108,795,8,2,0,492,16,473,3,0,0,358,42,313,3,0,0,145,9,134,2,1,0,76,9,67,0,3,18,4334,489,3775,70,0,0,223,12,208,3,0,2,169,27,141,1,1,1,477,80,393,4,1,1,125,32,93,0,1,0,169,19,149,1,0,6,1539,57,1427,55,1,0,290,24,266,0,0,0,59,7,52,0,11,0,1490,113,1377,0
2020-09-28,10,40,23661,1963,21292,406,10860,216,12801,190,572,0,1299,0,4746,0,2881,2,3151,4,4390,19,3760,44,1897,132,965,205,0,19,5231,847,4330,54,0,1,413,62,347,4,0,0,7130,24,6912,194,0,1,912,106,798,8,0,0,492,16,473,3,0,0,358,38,316,4,0,1,146,10,134,2,0,0,76,9,67,0,1,13,4348,478,3798,72,0,1,224,12,209,3,0,1,170,27,142,1,0,0,477,72,400,5,0,0,125,30,95,0,0,0,169,20,148,1,1,3,1543,61,1427,55,1,0,291,25,266,0,0,0,59,7,52,0,7,0,1497,119,1378,0
2020-09-29,15,23,23699,1822,21470,407,10887,216,12812,191,573,0,1301,0,4754,0,2888,2,3158,4,4395,19,3764,44,1897,133,969,205,0,11,5242,787,4401,54,0,3,416,61,351,4,0,0,7130,22,6914,194,0,0,912,91,813,8,0,0,492,15,474,3,0,0,358,36,318,4,0,0,146,9,135,2,0,0,76,9,67,0,4,6,4358,430,3855,73,0,0,224,9,212,3,0,1,171,27,143,1,2,0,479,70,404,5,0,0,125,29,96,0,0,0,169,19,149,1,0,2,1545,58,1432,55,0,0,291,22,269,0,0,0,59,4,55,0,9,0,1506,124,1382,0
2020-09-30,20,93,23812,1809,21590,413,10964,217,12848,196,578,0,1306,0,4762,0,2908,2,3178,4,4421,19,3782,44,1906,136,971,208,0,51,5293,822,4415,56,0,5,421,66,351,4,1,1,7132,22,6916,194,0,4,916,86,822,8,0,3,495,16,476,3,2,0,360,34,322,4,0,1,147,8,137,2,0,0,76,9,67,0,5,21,4384,412,3898,74,0,0,224,9,212,3,0,0,171,26,144,1,4,1,484,61,417,6,1,2,128,22,106,0,0,0,169,14,153,2,2,4,1551,54,1441,56,0,0,291,18,273,0,0,0,59,4,55,0,5,0,1511,126,1385,0
2020-10-01,10,67,23889,1808,21666,415,11007,219,12882,196,584,0,1310,0,4769,0,2917,2,3192,4,4434,19,3795,44,1913,138,975,208,0,30,5323,833,4433,57,0,6,427,62,361,4,0,1,7133,21,6917,195,0,3,919,86,825,8,0,0,495,15,477,3,0,0,360,30,326,4,0,0,147,8,137,2,0,0,76,9,67,0,4,17,4405,410,3921,74,0,0,224,9,212,3,0,1,172,27,144,1,0,3,487,59,422,6,0,0,128,21,107,0,0,1,170,13,155,2,0,5,1556,55,1445,56,0,0,291,15,276,0,0,0,59,4,55,0,6,0,1517,131,1386,0
2020-10-02,10,53,23952,1803,21733,416,11045,220,12907,196,587,0,1316,0,4775,0,2927,2,3198,4,4445,19,3808,44,1917,138,979,209,2,9,5334,832,4445,57,2,16,445,79,362,4,0,0,7133,21,6917,195,0,4,923,88,827,8,0,0,495,14,478,3,0,0,360,23,333,4,0,0,147,8,137,2,0,0,76,8,68,0,0,19,4424,401,3948,75,0,0,224,9,212,3,0,0,172,27,144,1,0,1,488,57,425,6,0,0,128,17,111,0,0,0,170,12,156,2,0,4,1560,56,1448,56,0,0,291,13,278,0,0,0,59,4,55,0,6,0,1523,134,1389,0
2020-10-03,52,23,24027,1820,21787,420,11092,224,12935,196,588,0,1317,0,4781,0,2940,2,3209,4,4456,19,3824,44,1930,141,982,210,25,1,5360,845,4456,59,8,0,453,83,366,4,0,0,7133,21,6917,195,7,0,930,92,830,8,0,0,495,14,478,3,1,1,362,25,333,4,0,0,147,6,139,2,0,0,76,8,68,0,8,2,4434,381,3976,77,0,0,224,9,212,3,0,1,173,28,144,1,1,0,489,55,428,6,0,1,129,18,111,0,0,3,173,15,156,2,2,0,1562,57,1449,56,0,0,291,12,279,0,0,0,59,3,56,0,0,14,1537,148,1389,0
2020-10-04,17,47,24091,1825,21845,421,11132,225,12959,196,588,0,1321,0,4785,0,2949,2,3222,4,4464,19,3836,45,1938,141,988,210,0,16,5376,850,4466,60,0,5,458,80,374,4,2,0,7135,22,6918,195,1,5,936,97,831,8,1,0,496,12,481,3,0,2,364,27,333,4,0,1,148,6,140,2,0,0,76,8,68,0,2,14,4450,369,4004,77,0,0,224,9,212,3,1,1,175,30,144,1,0,0,489,55,428,6,0,0,129,17,112,0,0,0,173,15,156,2,1,3,1566,58,1452,56,0,0,291,10,281,0,0,0,59,3,56,0,9,0,1546,157,1389,0
2020-10-05,9,64,24164,1856,21886,422,11179,226,12985,196,588,0,1324,0,4802,0,2958,2,3230,4,4476,19,3850,46,1944,141,992,210,0,19,5395,859,4475,61,0,5,463,84,375,4,1,0,7136,21,6920,195,0,5,941,97,836,8,0,0,496,12,481,3,0,1,365,27,334,4,0,4,152,10,140,2,1,0,77,9,68,0,2,25,4477,379,4021,77,0,0,224,9,212,3,1,0,176,31,144,1,0,2,491,54,431,6,1,2,132,20,112,0,0,0,173,15,156,2,0,1,1567,58,1453,56,1,0,292,11,281,0,0,0,59,3,56,0,2,0,1548,157,1391,0
2020-10-06,9,66,24239,1734,22083,422,11229,226,13010,196,593,0,1332,0,4828,0,2966,2,3232,4,4487,19,3859,46,1948,141,994,210,2,13,5410,765,4584,61,0,3,466,84,378,4,0,0,7136,21,6920,195,0,4,945,89,848,8,0,0,496,8,485,3,1,2,368,27,337,4,0,1,153,11,140,2,0,0,77,8,69,0,1,34,4512,377,4058,77,0,0,224,7,214,3,0,0,176,29,146,1,0,0,491,50,435,6,0,9,141,29,112,0,0,0,173,14,157,2,0,0,1567,52,1459,56,0,0,292,10,282,0,0,0,59,1,58,0,5,0,1553,152,1401,0
2020-10-07,20,94,24353,1594,22334,425,11282,227,13071,198,594,0,1334,0,4836,0,2979,2,3242,4,4515,19,3890,46,1964,141,999,213,4,29,5443,646,4736,61,0,2,468,73,391,4,0,1,7137,20,6921,196,1,5,951,85,858,8,0,0,496,6,487,3,0,2,370,21,345,4,1,0,154,12,140,2,1,0,78,6,72,0,4,49,4565,388,4098,79,0,0,224,5,216,3,0,0,176,24,151,1,0,0,491,45,440,6,2,6,149,35,114,0,0,0,173,14,157,2,0,0,1567,50,1461,56,0,0,292,9,283,0,0,0,59,0,59,0,7,0,1560,155,1405,0
2020-10-08,9,60,24422,1532,22463,427,11321,229,13101,198,600,0,1339,0,4842,0,2986,2,3251,4,4527,20,3901,46,1974,141,1002,214,1,19,5463,592,4809,62,0,5,473,77,392,4,0,0,7137,15,6926,196,0,5,956,86,862,8,0,0,496,4,489,3,0,7,377,26,347,4,0,0,154,11,141,2,0,0,78,6,72,0,2,22,4589,384,4125,80,0,0,224,4,217,3,1,0,177,22,154,1,0,0,491,39,446,6,0,0,149,35,114,0,0,0,173,13,158,2,0,1,1568,48,1464,56,2,1,295,12,283,0,0,0,59,0,59,0,3,0,1563,158,1405,0
2020-10-09,16,38,24476,1479,22569,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,5485,577,4846,62,0,5,478,80,394,4,1,0,7138,15,6927,196,0,0,956,75,873,8,0,0,496,4,489,3,0,5,382,27,350,5,0,0,154,8,144,2,0,0,78,5,73,0,3,9,4601,361,4160,80,0,0,224,3,218,3,0,1,178,23,154,1,0,0,491,39,446,6,0,0,149,34,115,0,0,1,174,9,163,2,0,0,1568,46,1466,56,1,0,296,11,285,0,0,0,59,0,59,0,6,0,1569,162,1407,0
2020-10-10,11,61,24548,1494,22624,430,11389,230,13159,200,602,0,1353,0,4861,0,3000,2,3263,4,4543,20,3933,46,1985,142,1008,216,2,23,5510,600,4847,63,0,3,481,78,399,4,1,0,7139,14,6929,196,0,8,964,77,879,8,0,0,496,3,490,3,0,1,383,27,351,5,0,0,154,8,144,2,0,0,78,5,73,0,0,24,4625,361,4183,81,0,0,224,3,218,3,0,0,178,23,154,1,2,1,494,40,448,6,0,0,149,32,117,0,1,1,176,8,166,2,0,0,1568,44,1468,56,0,0,296,10,286,0,0,0,59,0,59,0,5,0,1574,161,1413,0
2020-10-11,12,46,24606,1481,22693,432,11423,231,13183,201,606,0,1353,0,4872,0,3014,2,3271,4,4549,20,3939,46,1991,142,1011,218,4,19,5533,591,4878,64,0,3,484,81,399,4,1,0,7140,13,6931,196,0,1,965,75,882,8,0,0,496,3,490,3,0,2,385,29,351,5,1,0,155,9,144,2,0,0,78,5,73,0,3,18,4646,362,4202,82,0,2,226,4,219,3,0,0,178,23,154,1,0,1,495,34,455,6,0,0,149,31,118,0,0,0,176,8,166,2,0,0,1568,42,1470,56,0,0,296,10,286,0,0,0,59,0,59,0,3,0,1577,161,1416,0
2020-10-12,29,68,24703,1541,22729,433,11479,231,13224,202,614,0,1355,0,4891,0,3033,2,3287,4,4561,20,3950,47,1999,142,1013,218,2,29,5564,606,4894,64,1,3,488,84,400,4,0,0,7140,13,6931,196,0,3,968,77,883,8,0,1,497,2,492,3,0,13,398,42,351,5,0,0,155,9,144,2,0,0,78,4,74,0,13,16,4675,379,4213,83,0,1,227,5,219,3,0,0,178,23,154,1,2,0,497,36,455,6,1,1,151,32,119,0,0,0,176,8,166,2,1,0,1569,42,1471,56,0,1,297,11,286,0,0,0,59,0,59,0,9,0,1586,168,1418,0
2020-10-13,33,69,24805,1508,22863,434,11543,232,13262,202,619,0,1362,0,4912,0,3049,2,3307,4,4574,21,3962,47,2006,142,1014,218,2,18,5584,554,4965,65,0,1,489,79,406,4,1,0,7141,12,6933,196,0,0,968,73,887,8,1,1,499,3,493,3,1,9,408,51,352,5,0,0,155,9,144,2,0,0,78,4,74,0,6,32,4713,382,4248,83,0,4,231,9,219,3,0,1,179,22,156,1,0,2,499,38,455,6,0,1,152,33,119,0,0,0,176,8,166,2,1,0,1570,33,1481,56,0,0,297,11,286,0,0,0,59,0,59,0,21,0,1607,187,1420,0
2020-10-14,31,53,24889,1421,23030,438,11594,233,13295,205,623,0,1369,0,4942,0,3060,2,3318,4,4583,21,3970,47,2008,143,1016,221,0,23,5607,491,5050,66,0,2,491,64,423,4,0,0,7141,12,6933,196,0,8,976,67,901,8,0,0,499,3,493,3,0,4,412,53,354,5,1,0,156,10,144,2,0,0,78,4,74,0,16,15,4744,381,4277,86,0,0,231,8,220,3,0,0,179,21,157,1,0,1,500,36,458,6,0,0,152,29,123,0,0,0,176,8,166,2,0,0,1570,24,1490,56,0,0,297,11,286,0,0,0,59,0,59,0,14,0,1621,199,1422,0
2020-10-15,15,95,24988,1467,23082,439,11615,233,13373,206,628,0,1372,0,4955,0,3070,2,3326,4,4588,21,3983,47,2019,143,1047,222,3,22,5632,511,5055,66,1,54,546,113,428,5,0,0,7141,11,6934,196,0,11,987,75,904,8,0,0,499,3,493,3,0,1,413,54,354,5,0,0,156,9,145,2,0,0,78,4,74,0,2,6,4752,367,4299,86,0,1,232,9,220,3,1,0,180,22,157,1,0,0,500,30,464,6,1,0,153,30,123,0,0,0,176,8,166,2,1,0,1571,18,1497,56,0,0,297,11,286,0,0,0,59,0,59,0,6,0,1616,192,1424,0
2020-10-16,6,41,25035,1414,23180,441,11636,234,13399,207,628,0,1374,0,4962,0,3079,2,3336,4,4596,21,3990,47,2021,144,1049,223,1,17,5650,492,5091,67,0,0,546,103,437,6,0,0,7141,10,6935,196,0,4,991,75,908,8,0,0,499,3,493,3,0,2,415,56,354,5,0,0,156,8,146,2,0,0,78,4,74,0,2,15,4769,356,4327,86,0,0,232,9,220,3,0,0,180,20,159,1,0,1,501,29,466,6,0,2,155,28,127,0,0,0,176,8,166,2,0,0,1571,11,1504,56,0,0,297,10,287,0,0,0,59,0,59,0,3,0,1619,192,1427,0
2020-10-17,11,62,25108,1407,23258,443,11662,235,13446,208,630,0,1376,0,4967,0,3095,2,3342,4,4615,21,4007,47,2023,145,1053,224,1,17,5668,481,5119,68,0,6,552,101,445,6,1,0,7142,10,6936,196,1,1,993,73,912,8,1,0,500,4,493,3,0,0,415,53,357,5,0,0,156,7,147,2,0,0,78,3,75,0,0,32,4801,367,4348,86,0,3,235,12,220,3,0,0,180,19,160,1,0,2,503,28,468,7,0,0,155,27,128,0,1,0,177,9,166,2,0,0,1571,10,1505,56,1,1,299,12,287,0,0,0,59,0,59,0,5,0,1624,191,1433,0
2020-10-18,20,71,25199,1443,23312,444,11711,235,13488,209,632,0,1380,0,4979,0,3109,2,3355,4,4637,21,4022,47,2031,146,1054,224,2,18,5688,487,5132,69,2,2,556,101,449,6,0,0,7142,9,6937,196,0,1,994,70,916,8,0,0,500,4,493,3,0,1,416,52,359,5,0,0,156,6,148,2,0,0,78,3,75,0,2,48,4851,396,4369,86,1,1,237,14,220,3,0,0,180,19,160,1,0,0,503,24,472,7,0,0,155,27,128,0,0,0,177,8,167,2,0,0,1571,9,1506,56,0,0,299,11,288,0,0,0,59,0,59,0,13,0,1637,203,1434,0
2020-10-19,23,16,25275,1463,23368,444,11745,235,13530,209,634,0,1383,0,4992,0,3116,2,3370,4,4650,21,4029,47,2038,146,1063,224,3,11,5702,472,5161,69,1,14,571,116,449,6,0,0,7142,8,6938,196,1,4,999,71,920,8,1,1,502,6,493,3,0,2,418,52,361,5,0,0,156,5,149,2,0,0,78,3,75,0,3,15,4869,398,4385,86,0,1,238,15,220,3,1,0,181,19,161,1,0,2,505,25,473,7,1,0,156,27,129,0,0,0,177,8,167,2,2,0,1573,11,1506,56,1,0,300,12,288,0,0,0,59,0,59,0,12,0,1649,215,1434,0
2020-10-20,17,41,25333,1420,23466,447,11783,237,13550,210,637,0,1386,0,5003,0,3123,2,3382,4,4659,21,4038,49,2041,146,1064,225,0,11,5713,427,5217,69,1,1,573,118,449,6,0,0,7142,6,6940,196,0,3,1002,68,925,9,0,0,502,6,493,3,0,1,419,48,366,5,0,0,156,4,150,2,0,0,78,3,75,0,6,22,4897,405,4405,87,1,2,241,18,220,3,2,0,183,20,161,2,1,1,507,24,476,7,0,0,156,24,132,0,0,0,177,8,167,2,2,0,1575,12,1507,56,1,0,301,11,290,0,0,0,59,0,59,0,3,0,1652,218,1434,0
2020-10-21,34,57,25424,1390,23584,450,11830,240,13594,210,638,0,1390,0,5015,0,3135,2,3400,4,4674,21,4052,49,2046,147,1074,227,4,13,5730,391,5268,71,0,10,583,117,460,6,0,0,7142,5,6941,196,0,6,1008,70,929,9,1,0,503,7,493,3,0,4,423,51,367,5,0,1,157,3,152,2,0,0,78,2,76,0,3,21,4921,394,4439,88,2,0,243,20,220,3,1,0,184,20,162,2,0,0,507,21,479,7,0,0,156,22,134,0,1,0,178,8,168,2,0,2,1577,14,1507,56,0,0,301,9,292,0,0,0,59,0,59,0,22,0,1674,236,1438,0
2020-10-22,17,104,25543,1443,23647,453,11889,241,13654,212,640,0,1392,0,5033,0,3145,2,3418,4,4698,21,4078,50,2057,147,1082,229,0,18,5748,391,5283,74,0,5,588,118,464,6,0,2,7144,7,6941,196,2,2,1012,66,937,9,0,0,503,6,494,3,0,0,423,45,373,5,0,0,157,3,152,2,0,0,78,1,77,0,5,62,4988,439,4461,88,0,2,245,22,220,3,0,0,184,18,164,2,0,11,518,30,481,7,0,2,158,24,134,0,0,0,178,8,168,2,1,0,1578,14,1508,56,0,0,301,9,292,0,0,0,59,0,59,0,9,0,1681,242,1439,0
2020-10-23,17,138,25698,1526,23717,455,11962,242,13736,213,642,0,1403,0,5043,0,3163,2,3439,4,4724,21,4104,52,2070,147,1110,229,1,19,5768,390,5304,74,0,0,588,114,467,7,0,5,7149,12,6941,196,1,4,1017,68,940,9,2,4,509,12,494,3,0,0,423,41,377,5,0,0,157,3,152,2,0,0,78,1,77,0,5,98,5091,513,4490,88,0,1,246,23,220,3,0,0,184,17,165,2,0,4,522,33,482,7,0,2,160,22,138,0,0,1,179,8,169,2,0,0,1578,13,1508,57,0,0,301,7,294,0,0,0,59,0,59,0,8,0,1689,249,1440,0
2020-10-24,11,66,25775,1484,23834,457,12003,244,13772,213,649,0,1410,0,5055,0,3167,2,3448,4,4738,21,4118,53,2075,147,1115,230,0,22,5790,366,5350,74,0,0,588,111,470,7,0,0,7149,11,6942,196,0,2,1019,65,945,9,0,0,509,11,495,3,0,5,428,43,380,5,0,0,157,3,152,2,0,0,78,0,78,0,3,32,5126,503,4534,89,0,0,246,22,221,3,0,0,184,15,167,2,0,5,527,36,483,8,0,0,160,21,139,0,2,0,181,10,169,2,0,0,1578,12,1509,57,0,0,301,7,294,0,0,0,59,0,59,0,6,0,1695,248,1447,0
2020-10-25,11,50,25836,1510,23869,457,12029,244,13807,213,654,0,1417,0,5065,0,3175,2,3459,4,4747,21,4124,53,2076,147,1119,230,0,17,5807,383,5350,74,0,1,589,107,475,7,1,0,7150,12,6942,196,0,0,1019,60,950,9,0,0,509,11,495,3,0,1,429,41,383,5,0,1,158,4,152,2,0,0,78,0,78,0,0,27,5153,514,4550,89,0,0,246,19,224,3,0,0,184,14,168,2,0,2,529,38,483,8,0,0,160,21,139,0,0,0,181,10,169,2,0,0,1578,11,1510,57,1,1,303,9,294,0,0,0,59,0,59,0,9,0,1704,256,1448,0
2020-10-26,25,94,25955,1593,23905,457,12080,244,13875,213,660,0,1422,0,5086,0,3200,2,3481,4,4769,21,4135,53,2079,147,1123,230,0,20,5827,385,5368,74,0,0,589,107,475,7,0,0,7150,12,6942,196,0,3,1022,60,953,9,0,0,509,11,495,3,0,1,430,40,385,5,1,0,159,5,152,2,1,0,79,1,78,0,2,65,5220,568,4563,89,0,0,246,19,224,3,1,1,186,16,168,2,0,1,530,39,483,8,0,0,160,21,139,0,0,0,181,10,169,2,3,0,1581,14,1510,57,0,3,306,12,294,0,0,0,59,0,59,0,17,0,1721,273,1448,0
2020-10-27,16,72,26043,1602,23981,460,12121,246,13922,214,662,0,1429,0,5098,0,3209,2,3495,4,4792,21,4148,53,2083,149,1127,231,0,24,5851,381,5394,76,1,0,590,105,478,7,0,0,7150,12,6942,196,0,2,1024,59,956,9,0,0,509,9,497,3,0,5,435,39,390,6,0,0,159,4,153,2,0,0,79,1,78,0,8,27,5255,582,4584,89,0,6,252,21,228,3,0,1,187,17,168,2,1,0,531,39,484,8,0,0,160,20,140,0,1,2,184,13,169,2,0,0,1581,13,1511,57,0,5,311,17,294,0,0,0,59,0,59,0,5,0,1726,270,1456,0
2020-10-28,7,96,26146,1612,24073,461,12167,247,13979,214,0,0,0,0,0,0,3224,2,3512,4,4812,21,4157,53,2090,150,1132,231,2,23,5876,365,5434,77,0,0,590,100,483,7,0,2,7152,14,6942,196,0,10,1034,66,959,9,0,0,509,8,498,3,0,7,442,36,400,6,0,0,159,4,153,2,0,0,79,1,78,0,3,28,5286,590,4607,89,0,14,266,35,228,3,0,0,187,16,169,2,0,1,532,40,484,8,0,3,163,20,143,0,0,0,184,8,174,2,0,5,1586,18,1511,57,0,3,314,19,295,0,0,0,59,0,59,0,2,0,1728,272,1456,0
